h_W_per_m2K,x_mm,temperature_C
17.915966386554622,32.63265306122449,30.145552348399683
17.915966386554622,33.46938775510204,30.14409551433706
17.915966386554622,34.30612244897959,30.14269608910088
17.915966386554622,35.14285714285714,30.14136830649782
17.915966386554622,35.97959183673469,30.140113408643757
17.915966386554622,36.816326530612244,30.13893359442572
17.915966386554622,37.6530612244898,30.137831583824763
17.915966386554622,38.48979591836735,30.136810308880523
17.915966386554622,39.3265306122449,30.135872660552902
17.915966386554622,40.16326530612245,30.135021170121476
17.915966386554622,41.0,30.134257608477313
18.662184873949577,0.0,30.236418284861923
18.662184873949577,0.8367346938775511,30.231423538047796
18.662184873949577,1.6734693877551021,30.22651609967291
18.662184873949577,2.510204081632653,30.221692771699953
18.662184873949577,3.3469387755102042,30.216953286735304
18.662184873949577,4.183673469387755,30.212298883801306
18.662184873949577,5.020408163265306,30.207731272246615
18.662184873949577,5.857142857142857,30.20325216061011
18.662184873949577,6.6938775510204085,30.198863272790806
18.662184873949577,7.530612244897959,30.194566562060626
18.662184873949577,8.36734693877551,30.190360145451052
18.662184873949577,9.204081632653061,30.186245955284996
18.662184873949577,10.040816326530612,30.18223336248821
18.662184873949577,10.877551020408164,30.178326675205223
18.662184873949577,11.714285714285714,30.174530126072703
18.662184873949577,12.551020408163264,30.170847013152727
18.662184873949577,13.387755102040817,30.167305686861614
18.662184873949577,14.224489795918368,30.16390936423588
18.662184873949577,15.061224489795919,30.160623332388322
18.662184873949577,15.897959183673468,30.157442122732498
18.662184873949577,16.73469387755102,30.15435918904946
18.662184873949577,17.57142857142857,30.151367660514918
18.662184873949577,18.408163265306122,30.148461033200725
18.662184873949577,19.244897959183675,30.14563291537088
18.662184873949577,20.081632653061224,30.142877085211147
18.662184873949577,20.918367346938776,30.140188174849733
18.662184873949577,21.75510204081633,30.13756183505388
18.662184873949577,22.591836734693874,30.13499536773205
18.662184873949577,23.428571428571427,30.132462585928806
18.662184873949577,24.26530612244898,30.129967336648875
18.662184873949577,25.10204081632653,30.127539694089922
18.662184873949577,25.93877551020408,30.125187066737187
18.662184873949577,26.775510204081634,30.122917526074406
18.662184873949577,27.612244897959183,30.120738216118813
18.662184873949577,28.448979591836736,30.118690709649208
18.662184873949577,29.285714285714285,30.11677153563902
18.662184873949577,30.122448979591837,30.11494724582068
18.662184873949577,30.95918367346939,30.113213763277848
18.662184873949577,31.795918367346935,30.111565901588396
18.662184873949577,32.63265306122449,30.10999867168004
18.662184873949577,33.46938775510204,30.108490030850525
18.662184873949577,34.30612244897959,30.107041937196467
18.662184873949577,35.14285714285714,30.105668471516424
18.662184873949577,35.97959183673469,30.104370859986773
18.662184873949577,36.816326530612244,30.10315127453438
18.662184873949577,37.6530612244898,30.10201240528452
18.662184873949577,38.48979591836735,30.100957151164863
18.662184873949577,39.3265306122449,30.09998837043922
18.662184873949577,40.16326530612245,30.09910856537228
18.662184873949577,41.0,30.098319486353834
19.408403361344536,0.0,30.198046651492927
19.408403361344536,0.8367346938775511,30.192941928383313
19.408403361344536,1.6734693877551021,30.187926728235404
19.408403361344536,2.510204081632653,30.182997896681222
19.408403361344536,3.3469387755102042,30.178155124473335
19.408403361344536,4.183673469387755,30.17339959492099
19.408403361344536,5.020408163265306,30.168732949858633
19.408403361344536,5.857142857142857,30.164156834843403
19.408403361344536,6.6938775510204085,30.159672917179442
19.408403361344536,7.530612244897959,30.155283090880122
19.408403361344536,8.36734693877551,30.150985476252448
19.408403361344536,9.204081632653061,30.146781954814966
19.408403361344536,10.040816326530612,30.14268170235139
19.408403361344536,10.877551020408164,30.13868894331047
19.408403361344536,11.714285714285714,30.134807810444528
19.408403361344536,12.551020408163264,30.13104152913675
19.408403361344536,13.387755102040817,30.127417942980255
19.408403361344536,14.224489795918368,30.123940203838746
19.408403361344536,15.061224489795919,30.120574187829668
19.408403361344536,15.897959183673468,30.117314514877542
19.408403361344536,16.73469387755102,30.114154729423984
19.408403361344536,17.57142857142857,30.11108807265591
19.408403361344536,18.408163265306122,30.108108144708194
19.408403361344536,19.244897959183675,30.105208650599806
19.408403361344536,20.081632653061224,30.10238345973019
19.408403361344536,20.918367346938776,30.099627291082587
19.408403361344536,21.75510204081633,30.09693585199456
19.408403361344536,22.591836734693874,30.09430648775329
19.408403361344536,23.428571428571427,30.09171344650393
19.408403361344536,24.26530612244898,30.08916049658361
19.408403361344536,25.10204081632653,30.086677192813433
19.408403361344536,25.93877551020408,30.084270813242625
19.408403361344536,26.775510204081634,30.081949283929163
19.408403361344536,27.612244897959183,30.07971962663136
19.408403361344536,28.448979591836736,30.077622704771173
19.408403361344536,29.285714285714285,30.075655106462207
19.408403361344536,30.122448979591837,30.073783945173002
19.408403361344536,30.95918367346939,30.07200521006074
19.408403361344536,31.795918367346935,30.070313798466852
